식품명,에너지(kcal),탄수화물(g),단백질(g),지방(g),나트륨(mg)
멍게류_붉은멍게_육_생것_부산_5월,78,3.70,9.20,2.60,
멍게류_유령멍게_육_생것_남해_평균,15,1.40,1.35,0.36,
멍게류_유령멍게_육_생것_창원_평균,22,2.46,1.59,0.55,
메기_육_생것_대표_10월,98,0.00,16.89,2.81,
메기_육_생것_대표_11월,244,0.00,17.08,4.93,
메기_육_생것_대표_4월,82,1.42,17.60,0.23,
메기_육_생것_대표_5월,100,0.86,16.99,2.59,
떡조개_육_생것_완도_3월,78,5.00,11.86,0.76,
뜸부기_줄기_말린것_대표_평균,128,52.10,6.10,2.50,
만새기_육_생것_부산_5월,66,0.00,13.30,1.10,
만새기_육_생것_수입_평균,111,,21.30,1.90,50
문어류_낙지_육_생것_여수_6월,75,0.40,16.30,0.50,
문어류_대문어_육_생것_부산_5월,58,0.27,12.20,0.60,
문어류_문어_내장_생것_부산_9월,134,1.32,18.20,5.48,
문어류_문어_다리_생것_부산_6월,62,0.00,13.13,0.67,
문어류_문어_다리_생것_부산_평균,79,0.58,16.63,0.70,
명태_알_생것_수입_평균,127,2.27,22.65,2.36,286
명태_알_젓갈(명란젓)_대표_평균,132,8.75,20.17,1.21,1774
명태_육_구운것_수입_평균,123,0.00,23.48,1.18,419
명태_육_말린것(포)_대표_평균,372,0.00,82.70,2.40,
명태_육_말린것_수입_5월,351,0.30,74.30,3.80,
명태_육_말린것_수입_6월,358,0.50,70.60,6.20,
명태_육_반정도 말린것_대표_평균,290,0.00,61.70,3.10,
명태_육_생것_강릉_평균,80,0.00,17.50,0.70,
명태_육_생것_수입_평균,76,0.17,16.58,0.58,64
명태_육_얼려서 말린것(포)_강릉_평균,350,0.30,74.60,3.60,
명태_육_조미하여 말린것(포)_대표_평균,319,29.20,43.90,1.50,
모래무지_육_생것_경기_12월,77,0.00,15.70,1.10,
모자반류_괭생이모자반_전체_생것_포항_평균,126,40.24,19.04,1.76,2999
"모자반류_모자반_양식,전체_생것_완도_평균",29,11.15,2.41,0.36,363
모자반류_모자반_전체_데친것_포항_평균,17,5.07,2.01,0.46,
모자반류_모자반_전체_말린것_대표_평균,138,48.58,16.69,1.70,2315
모자반류_모자반_전체_생것_통영_3월,22,7.25,3.02,0.15,
미역류_곰피_줄기_분말화한것_대표_평균,143,51.40,10.00,1.40,
미역류_곰피_줄기_생것_대표_평균,157,54.70,12.90,1.30,
미역류_미역_귀_말린것_완도_평균,10,3.77,0.80,0.22,
미역류_미역_귀_생것_완도_평균,10,3.77,0.80,0.22,
미역류_미역_뿌리_말린것_완도_평균,10,3.05,1.21,0.23,
미역류_미역_뿌리_생것_완도_평균,10,3.05,1.21,0.23,
"미역류_미역_양식,줄기_생것_부산_2월",18,4.80,3.00,0.30,
미역류_미역_전체_말린것_여수_평균,107,34.46,16.25,0.46,
미역류_미역_전체_말린것_완도_평균,110,29.88,21.13,0.79,
미역류_미역_전체_말린것_포항_평균,144,48.92,17.94,1.26,
미역류_미역_전체_생것_여수_평균,17,5.11,2.51,0.16,
문어류_문어_머리_생것_부산_평균,78,0.18,16.40,0.87,
문어류_문어_몸통_생것_부산_6월,69,0.00,14.41,0.83,
문어류_문어_육_데친것_대표_6월,84,1.07,17.20,0.77,277
문어류_문어_육_말린것_대표_평균,348,3.60,72.00,3.10,
문어류_문어_육_삶은것_대표_평균,101,0.10,21.70,0.70,230
문어류_문어_육_생것_대표_평균,78,0.10,16.40,0.70,280
문어류_문어_육_생것_포항_평균,74,0.20,15.50,0.80,
문어류_세발낙지_육_생것_대표_평균,61,0.10,11.50,0.60,227
문어류_주꾸미_내장_생것_대표_11월,129,2.50,17.07,4.98,
문어류_주꾸미_내장_생것_대표_2월,121,5.24,16.38,3.20,
문어류_주꾸미_내장_생것_대표_3월,122,4.77,16.96,3.31,
보구치_육_생것_대표_5월,201,0.00,20.23,2.49,
보구치_육_생것_대표_6월,201,0.00,20.63,1.72,
보구치_육_생것_대표_7월,186,0.00,19.23,1.12,
보구치_육_생것_대표_9월,193,0.00,19.67,1.79,
보구치_육_생것_여수_4월,103,0.00,18.21,2.77,
보구치_육_생것_여수_6월,119,0.30,19.30,3.90,
보구치_육_생것_통영_10월,108,0.00,19.31,2.86,
보구치_육_생것_통영_11월,99,0.18,19.76,1.57,
보구치_육_생것_통영_12월,110,0.00,18.78,3.26,
보구치_육_생것_통영_1월,101,0.00,19.13,2.15,
보구치_육_생것_통영_2월,105,0.00,19.00,2.68,
보구치_육_생것_통영_3월,109,0.00,19.83,2.73,
보구치_육_생것_통영_4월,102,0.00,18.98,2.37,
보구치_육_생것_통영_5월,106,0.00,19.77,2.43,
보구치_육_생것_통영_6월,120,0.00,19.52,3.96,
보구치_육_생것_통영_7월,103,1.13,18.29,2.27,
보구치_육_생것_통영_8월,107,0.00,18.16,3.27,
보구치_육_생것_통영_9월,94,0.73,18.25,1.50,
미역류_미역_전체_생것_완도_평균,14,4.45,1.96,0.18,
미역류_미역_전체_생것_통영_3월,15,4.23,1.73,0.50,
미역류_미역_전체_생것_포항_3월,15,4.68,2.34,0.04,
미역류_미역_줄기_말린것_대표_평균,167,43.65,20.31,4.83,7535
미역류_미역_줄기_말린것_완도_평균,95,24.97,17.99,1.16,
새우류_마루자주새우_육_생것_동해EEZ_2월,93,1.13,19.29,0.69,367
새우류_물렁가시붉은새우_육_생것_대표_평균,83,0.60,18.00,0.50,
새우류_보리새우_육_삶은것_대표_평균,129,0.00,28.20,0.50,200
새우류_보리새우_육_생것_창원_11월,71,0.10,15.10,0.70,
볼락류_불볼락_육_생것_부산_5월,125,0.70,18.59,4.60,
볼락류_우럭볼락_육_생것_부산_4월,88,0.10,18.30,1.10,
볼락류_장문볼락_육_구운것_대표_평균,107,0.00,18.51,1.87,347
볼락류_장문볼락_육_생것_대표_평균,97,0.20,15.70,2.10,111
볼락류_장문볼락_육_생것_수입_평균,102,0.00,18.50,2.59,80
볼락류_조피볼락(우럭)_육_생것_대표_4월,80,0.00,17.88,0.45,
볼락류_조피볼락(우럭)_육_생것_대표_평균,102,0.00,18.41,2.26,47
볼락류_조피볼락(우럭)_육_생것_여수_6월,121,0.16,21.44,3.20,
볼락류_조피볼락(우럭)_육_생것_통영_10월,102,0.00,19.57,2.04,
볼락류_조피볼락(우럭)_육_생것_통영_12월,100,0.13,19.67,1.76,
볼락류_조피볼락(우럭)_육_생것_통영_2월,109,0.00,19.34,2.91,
볼락류_조피볼락(우럭)_육_생것_통영_3월,132,0.00,19.44,5.36,
볼락류_조피볼락(우럭)_육_생것_통영_4월,113,0.58,18.79,3.29,71
볼락류_조피볼락(우럭)_육_생것_통영_5월,129,0.09,20.15,4.67,
볼락류_조피볼락(우럭)_육_생것_통영_6월,103,0.00,21.92,1.15,
볼락류_조피볼락(우럭)_육_생것_통영_7월,117,0.00,19.69,3.57,
볼락류_조피볼락(우럭)_육_생것_통영_8월,119,0.00,20.42,3.47,
볼락류_조피볼락(우럭)_육_생것_통영_9월,106,0.00,20.25,2.22,
송어류_송어_육_찐것_진안_평균,155,0.00,25.79,4.95,
송어류_송어_육_통조림_대표_평균,152,0.00,18.20,8.80,750
송어류_송어_전체_생것_수입_평균,175,3.20,19.70,9.20,359
송어류_송어_전체_조린것_수입_평균,135,0.00,25.00,3.90,518
송어류_송어_전체_튀긴것_수입_평균,117,0.00,22.40,3.10,414
수랑_육_생것_여수_5월,86,2.90,15.90,0.70,
순채_순채_줄기_생것_창원_5월,25,8.40,2.50,0.70,
"숭어류_가숭어_양식,육_생것_대표_평균",171,0.00,22.52,8.08,
숭어류_숭어_알_소금에 절여 말린것_대표_평균,392,0.30,40.40,28.90,1400
"숭어류_숭어_양식,육_생것_대표_평균",171,0.00,22.52,8.08,
숭어류_숭어_육_구운것_대표_평균,167,0.00,24.81,4.86,71
숭어류_숭어_육_생것_대표_평균,119,0.40,21.70,1.50,
새우류_징거미새우_육_생것_부산_6월,90,0.00,18.30,1.40,
새우류_홍다리얼룩새우_육_생것_수입_3월,89,0.00,19.40,0.76,113
"새우류_흰다리새우_양식,육_생것_대표_평균",101,0.38,21.85,0.73,139
"새우류_흰다리새우_양식,육_생것_수입_평균",97,0.09,21.29,0.72,119
새우류_흰다리새우_육_생것_대표_평균,109,0.00,21.17,0.89,122
새우류_흰다리새우_육_생것_인천_10월,105,1.70,21.20,0.90,
새조개_육_말린것_대표_평균,325,5.20,61.10,1.50,
새조개_육_생것_남해_4월,59,0.00,10.66,1.54,
새조개_육_생것_여수_4월,68,2.91,8.91,2.04,
새조개_육_생것_진주_4월,114,1.30,21.50,1.90,
오징어류_오징어_전체_말린것_수입(필리핀)_평균,289,0.00,62.30,4.40,864
아귀류_황아귀_육_생것_대표_2월,159,0.46,16.49,0.39,
아귀류_황아귀_육_생것_대표_3월,145,0.00,15.29,0.34,
아귀류_황아귀_육_생것_대표_4월,63,0.00,14.31,0.22,
아귀류_황아귀_육_생것_대표_5월,62,0.25,14.08,0.19,
아귀류_황아귀_육_생것_대표_6월,141,0.34,14.66,0.41,
아귀류_황아귀_육_생것_대표_7월,128,0.00,13.42,0.40,
아귀류_황아귀_육_생것_대표_8월,53,0.00,11.90,0.29,
아귀류_황아귀_육_생것_대표_9월,117,0.00,12.38,0.17,
아귀류_황아귀_육_생것_부산_5월,71,0.10,16.29,0.20,
아귀류_황아귀_육_생것_여수_4월,59,0.98,11.41,0.74,
아귀류_황아귀_육_생것_통영_1월,69,0.02,15.83,0.24,
애기청각_전체_생것_통영_3월,17,2.33,4.12,0.84,
애꼬치_육_구운것_수입_평균,149,0.10,23.30,4.90,150
애꼬치_육_생것_수입_평균,152,0.10,18.90,7.20,120
앨퉁이_전체_생것_대표_5월,158,0.14,18.17,8.59,
앨퉁이_전체_생것_여수_4월,166,0.17,19.40,8.90,
양미리_육_말린것_대표_평균,234,1.20,29.90,8.50,128
양미리_육_생것_강릉_7월,123,0.00,21.50,3.40,
양태류_꽁지양태_육_생것_부산_4월,78,0.60,16.50,0.60,
쏘가리_육_생것_대표_7월,93,0.00,19.77,1.06,
쏘가리_육_얼린것_대표_평균,139,0.10,21.20,3.70,77
우뭇가사리류_가사리_전체_생것_통영_3월,27,8.10,4.31,0.25,
우뭇가사리류_우뭇가사리_줄기_생것_부산_6월,52,21.50,4.20,0.20,
우뭇가사리류_우뭇가사리_줄기_우무(우뭇가사리를 끓여 굳힌것)_대표_평균,2,0.80,0.10,0.00,
"오징어류_살오징어_암컷,전체_생것_대표_8월",90,0.00,17.22,1.79,
오징어류_살오징어_육_생것_부산_5월,72,0.20,15.70,0.50,
오징어류_살오징어_전체_데친것_대표_평균,113,0.13,23.04,1.66,264
오징어류_살오징어_전체_말린것_대표_6월,348,2.26,68.06,5.50,1009
오징어류_살오징어_전체_생것_대표_5월,85,0.50,17.10,1.12,
오징어류_오징어_내장_젓갈_대표_평균,109,5.00,16.00,1.50,
오징어류_오징어_육_구운것_대표_평균,120,0.10,23.60,1.00,330
오징어류_오징어_육_말린것_대표_평균,352,0.20,67.80,6.90,
오징어류_오징어_육_볶은것_대표_평균,278,41.40,18.60,4.20,1161
오징어류_오징어_육_생것_강릉_평균,95,0.00,19.50,1.30,
오징어류_오징어_육_생것_대표_평균,104,0.16,18.84,1.44,199
오징어류_오징어_육_젓갈_대표_평균,77,2.00,14.30,0.90,
오징어류_오징어_육_조미하여 구운것_대표_평균,333,26.60,40.10,3.70,1685
오징어류_오징어_육_조미하여 말린것(포)_대표_평균,311,0.40,63.50,2.70,930
오징어류_오징어_육_조미훈제_대표_평균,228,12.40,34.40,2.00,1228
오징어류_오징어_육_튀긴것_대표_평균,342,24.30,11.90,18.10,360
오징어류_오징어_육_튀긴것_수입_평균,194,7.79,17.94,7.48,306
오징어류_오징어_전체_구운것_수입_평균,81,0.50,16.58,1.30,248
전갱이류_갈전갱이_육_생것_여수_4월,98,0.00,20.45,1.29,
전갱이류_전갱이(치어)_육_생것_부산_평균,99,0.30,19.90,1.50,
전갱이류_전갱이_육_구운것_대표_평균,174,0.10,25.90,6.40,180
전갱이류_전갱이_육_삶은것_대표_평균,151,0.10,22.40,5.90,130
전갱이류_전갱이_육_생것_대표_4월,102,0.00,20.27,1.78,
전갱이류_전갱이_육_생것_대표_5월,98,0.00,19.92,1.53,
전갱이류_전갱이_육_생것_대표_7월,165,1.97,19.85,7.77,81
전갱이류_전갱이_육_생것_대표_8월,221,0.00,19.23,14.84,
우뭇가사리류_우뭇가사리_줄기_한천(우무를 말린것)_대표_평균,154,74.60,2.30,0.10,
웅어_육_생것_부산_7월,169,0.00,15.90,10.80,
은어_내장_구운것_대표_평균,179,0.40,23.00,10.10,170
은어_내장_생것_대표_평균,200,0.30,9.50,17.50,90
은어_내장_젓갈_대표_평균,139,0.80,11.40,8.50,6900
"은어_양식,내장_구운것_대표_평균",555,0.40,15.20,52.30,100
"은어_양식,내장_생것_대표_평균",538,0.30,7.40,55.00,75
"은어_양식,육_구운것_대표_평균",224,0.80,22.60,15.10,79
"은어_양식,육_생것_대표_평균",153,0.60,17.80,7.90,55
은어_육_구운것_대표_평균,165,0.10,26.60,6.80,110
은어_육_생것_대구_평균,114,0.20,16.70,4.50,
임연수어_육_반정도 말린것_대표_평균,179,0.10,20.60,9.40,690
임연수어_육_생것_대표_평균,161,0.00,17.56,9.23,75
전복류_전복_육_생것_부산_6월,101,6.63,16.54,0.43,323
전복류_전복_육_생것_완도_10월,95,3.01,18.65,0.38,
전복류_전복_육_생것_완도_11월,92,4.61,16.63,0.30,
전복류_전복_육_생것_완도_12월,89,3.28,16.67,0.55,
전복류_전복_육_생것_완도_3월,92,5.93,14.64,0.70,
전복류_전복_육_생것_완도_5월,88,4.41,14.95,0.74,
전복류_전복_육_생것_완도_6월,103,6.29,16.76,0.64,
전복류_전복_육_젓갈_대표_평균,107,1.00,12.20,4.80,2000
전복류_전복_육_조미통조림_대표_평균,145,17.90,14.70,0.10,900
전복류_전복_육_통조림_대표_평균,107,7.30,16.30,0.20,600
전복류_전복_육_튀긴것_대표_평균,210,11.05,19.63,6.78,591
전복류_전복_전체_생것_완도_3월,88,3.85,13.68,1.61,
전복류_전복_전체_생것_완도_5월,80,3.62,13.35,0.99,
전복류_전복_전체_생것_완도_6월,87,4.44,13.56,1.28,
전갱이류_전갱이_육_생것_대표_평균,148,0.10,20.70,4.80,
전갱이류_전갱이_육_생것_부산_5월,133,0.11,20.69,4.80,
전갱이류_전갱이_육_생것_여수_4월,108,0.00,20.35,2.35,
전갱이류_전갱이_육_소금에 절여 말린것_대표_평균,262,0.70,46.00,6.90,
전갱이류_전갱이_육_조미통조림_대표_평균,145,17.90,14.70,0.10,900
전갱이류_줄전갱이_육_생것_부산_8월,112,0.10,24.00,1.10,
전복류_둥근전복_육_생것_여수_3월,85,4.50,14.30,0.70,
전복류_말전복_육_생것_제주_3월,77,3.80,12.80,0.80,
쥐치류_말쥐치_육_생것_대표_4월,190,0.05,19.90,0.55,
정어리_육_생것_부산_7월,187,0.00,18.10,12.10,
정어리_육_생것_부산_8월,232,0.30,19.60,15.70,
정어리_육_생것_부산_평균,171,0.20,20.00,9.10,
정어리_육_생것_통영_12월,230,0.00,20.29,15.39,30
정어리_육_소금에 절여 말린것_대표_평균,209,0.50,29.60,6.50,2400
정어리_육_소금에 절여 저장한것_대표_평균,170,0.20,23.30,5.70,
정어리_육_조미통조림_대표_평균,134,0.40,16.50,5.90,450
정어리_육_통조림_대표_평균,135,0.30,19.30,4.80,651
정어리_전체_생것_부산_11월,187,0.00,16.20,12.70,
정어리_전체_생것_부산_3월,130,0.00,18.50,5.50,
정어리_전체_생것_부산_4월,148,0.00,18.00,7.70,
정어리_전체_생것_부산_5월,164,0.00,19.70,8.60,
정어리_전체_생것_부산_6월,208,0.00,16.80,14.60,
정어리_전체_생것_부산_7월,232,0.00,15.80,17.60,
정어리_전체_생것_부산_평균,179,0.10,17.50,11.10,
조기류_참조기_알_생것_제주_5월,222,1.89,23.56,12.23,79
조기류_참조기_육_구운것_대표_6월,368,27.50,29.35,13.89,
조기류_참조기_육_말린것_대표_6월,463,5.77,72.79,14.06,
조기류_참조기_육_생것_대표_6월,104,0.08,17.60,3.14,
"전어_양식,육_생것_대표_평균",206,0.00,19.58,13.12,
전어_육_생것_대표_9월,140,0.00,20.49,5.74,
파래류_가시파래_전체_생것_완도_평균,11,4.34,0.72,0.19,
파래류_가시파래_줄기_말린것_부산_3월,136,46.50,20.00,0.70,
파래류_갈파래_줄기_말린것_대표_평균,143,40.10,23.10,0.50,
파래류_납작파래_줄기_생것_대표_평균,17,3.50,3.30,0.70,
파래류_잎파래_전체_데친것_대표_평균,16,3.81,3.01,0.41,
파래류_잎파래_전체_생것_해남_평균,23,5.96,5.05,0.28,113
파래류_창자파래_줄기_말린것_대표_평균,158,45.80,23.60,0.80,
쥐치류_말쥐치_육_생것_대표_8월,192,0.00,20.08,0.60,
쥐치류_말쥐치_육_생것_대표_9월,185,0.00,19.25,0.81,
쥐치류_말쥐치_육_생것_대표_평균,161,0.00,17.30,7.62,169
쥐치류_말쥐치_육_생것_여수_6월,80,0.59,17.91,0.20,
쥐치류_말쥐치_육_생것_울릉도_5월,85,0.00,19.15,0.40,
쥐치류_말쥐치_육_생것_통영_4월,96,0.00,21.45,0.55,124
쥐치류_말쥐치_육_조미하여 말린것(포)_대표_평균,346,34.30,38.70,2.20,
쥐치류_말쥐치_적색육_생것_여수_4월,86,2.10,17.69,0.24,
쥐치류_쥐치_육_말린것(포)_대표_평균,376,34.30,41.80,2.30,1504
쥐치류_쥐치_육_생것_대표_평균,83,0.00,18.58,0.50,
쥐치류_쥐치_육_생것_여수_6월,83,0.30,19.10,0.10,
쥐치류_쥐치_육_조미하여 말린것(포)_대표_평균,352,56.63,26.67,0.67,1474
쥐치류_쥐치_육_조미하여 말린것_거제_6월,333,58.10,24.00,0.70,
지누아릿과류_개도박_전체_생것_통영_3월,16,5.12,2.43,0.15,
지누아릿과류_도박_전체_생것_포항_3월,39,13.57,4.76,0.30,
돔류_참돔_육_생것_대표_5월,98,0.00,20.73,1.16,
돔류_참돔_육_생것_대표_8월,95,0.00,20.77,0.76,
돔류_참돔_육_생것_여수_4월,101,0.00,20.95,1.32,
돔류_참돔_육_생것_여수_6월,82,0.75,18.45,0.10,
돔류_참돔_육_생것_통영_10월,110,0.00,21.44,2.05,
돔류_참돔_육_생것_통영_11월,121,0.00,21.21,3.40,
동죽_육_생것_대표_9월,55,1.94,10.19,0.46,174
동죽_육_생것_인천_평균,69,0.90,11.80,1.60,
동태_육_얼린것_대표_평균,80,0.10,15.90,0.50,210
둑중개_육_삶은것_수입_평균,120,0.20,15.80,5.80,90
둑중개_육_생것_부산_10월,104,0.20,15.00,4.20,
둑중개_육_조린것_수입_평균,325,33.80,29.40,5.50,1700
드렁허리_육_생것_대구_10월,92,0.00,17.90,1.70,
떡붕어_육_생것_가평(청평)_10월,96,0.10,18.10,2.00,
떡붕어_육_생것_대표_10월,96,0.12,18.10,1.98,
떡붕어_육_생것_대표_5월,93,3.35,16.33,1.11,
떡붕어_육_생것_대표_7월,100,1.98,17.13,2.05,
떡조개_육_생것_부산_4월,87,7.40,11.20,1.00,
돔류_참돔_육_생것_통영_3월,107,0.00,19.83,2.47,
돔류_참돔_육_생것_통영_4월,129,0.68,20.17,4.37,48
돔류_참돔_육_생것_통영_5월,116,0.51,20.79,2.74,
돔류_참돔_육_생것_통영_7월,126,0.22,21.46,3.71,
돔류_호박돔_육_생것_부산_4월,90,0.00,20.30,0.50,
돔류_혹돔_육_생것_여수_6월,114,0.40,19.20,2.70,
돔류_황돔_육_생것_대표_5월,106,0.15,20.29,2.10,256
돔류_황돔_육_생것_대표_8월,100,0.00,20.58,1.44,
돔류_황돔_육_생것_부산_5월,102,0.30,20.20,1.70,
돔류_황돔_육_생것_여수_4월,94,0.60,19.58,0.92,
바리류_다금바리_육_생것_제주_9월,106,1.00,20.10,1.80,
바리류_대왕범바리_육_생것_대표_평균,151,0.16,19.63,7.14,67
바리류_대왕붉바리_육_생것_거문도_평균,140,0.00,19.91,5.92,65
바리류_대왕붉바리_육_생것_통영_평균,142,0.02,19.67,6.28,
바리류_대왕자바리_육_생것_대표_평균,117,0.00,18.52,4.17,85
바리류_붉바리_육_생것_부산_4월,99,0.10,21.00,1.10,
바리류_우각바리_육_생것_부산_6월,91,0.00,19.00,1.20,
"바지락_양식,육_생것_대표_평균",75,0.70,13.00,1.10,370
바지락_육_구운것_여수_평균,142,10.41,18.77,2.15,
바지락_육_말린것_대표_평균,347,0.00,74.00,3.70,
바지락_육_말린것_여수_평균,425,24.08,59.46,7.97,537
바지락_육_생것_대표_평균,82,3.20,12.27,0.93,383
바지락_육_생것_부산_5월,73,2.30,12.50,1.20,
바지락_육_생것_완도_3월,86,12.43,5.44,1.30,
바지락_육_장류를 넣고 가열하여 조린것_대표_평균,261,29.10,24.80,2.10,
동자개(빠가사리)_육_생것_대표_4월,87,0.00,17.03,1.57,
동자개(빠가사리)_육_생것_대표_5월,129,0.63,17.20,5.75,
